,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
4470,4470,70221348,TV Show,DreamWorks Holiday Classics,United States,"December 16, 2018",2011,TV-PG,1 Season,"Kids' TV, TV Comedies","Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.",2018,December,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
4477,4477,70264416,TV Show,Stoked,"United States, Canada","December 16, 2017",2010,TV-PG,1 Season,Kids' TV,Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfer's Paradise Resort on the legendary Sunset Island.,2017,December,Older Kids,United States,"[""Kids' TV""]"
4479,4479,80117627,TV Show,Call Me Francis,Italy,"December 16, 2016",2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",2016,December,Teens,Italy,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
4480,4480,80104983,TV Show,Crazyhead,United Kingdom,"December 16, 2016",2016,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.,2016,December,Adults,United Kingdom,"['British TV Shows', 'International TV Shows', 'TV Comedies']"
4486,4486,80188605,TV Show,Cinderella and the Four Knights,United States,"December 15, 2019",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape.",2019,December,Teens,United States,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4487,4487,81159258,TV Show,Crash Landing on You,United States,"December 15, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide.",2019,December,Teens,United States,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4488,4488,81213155,TV Show,"Crazy, Lovely, Cool",United States,"December 15, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas","For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter.",2019,December,Adults,United States,"['International TV Shows', 'TV Dramas']"
4495,4495,80205232,TV Show,Girls und Panzer,Japan,"December 15, 2019",2012,TV-14,1 Season,"Anime Series, International TV Shows",Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.,2019,December,Teens,Japan,"['Anime Series', 'International TV Shows']"
4506,4506,81235603,TV Show,Sym-Bionic Titan,United States,"December 15, 2019",2010,TV-PG,1 Season,Kids' TV,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.",2019,December,Older Kids,United States,"[""Kids' TV""]"
4511,4511,80998331,TV Show,Anjaan: Rural Myths,India,"December 15, 2018",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Thrillers","Spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across India.",2018,December,Teens,India,"['International TV Shows', 'TV Horror', 'TV Thrillers']"
4512,4512,81026453,TV Show,Emogenius,United States,"December 15, 2018",2017,TV-PG,1 Season,Reality TV,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",2018,December,Older Kids,United States,['Reality TV']
4514,4514,81026475,TV Show,Idiotest,United States,"December 15, 2018",2014,TV-PG,1 Season,"Reality TV, TV Comedies",Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.,2018,December,Older Kids,United States,"['Reality TV', 'TV Comedies']"
4516,4516,81026478,TV Show,Minute to Win It,United States,"December 15, 2018",2013,TV-PG,1 Season,Reality TV,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items.",2018,December,Older Kids,United States,['Reality TV']
4522,4522,80179556,TV Show,Skin Wars: Fresh Paint,United States,"December 15, 2018",2016,TV-14,1 Season,Reality TV,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.",2018,December,Teens,United States,['Reality TV']
4525,4525,81026477,TV Show,Winsanity,United States,"December 15, 2018",2016,TV-G,1 Season,Reality TV,Actor Donald Faison hosts this game show in which contestants must arrange numerical-based trivia tidbits from largest to smallest for various prizes.,2018,December,Kids,United States,['Reality TV']
4527,4527,80036412,TV Show,A.D. Kingdom and Empire,United States,"December 15, 2017",2015,TV-14,1 Season,TV Dramas,"In the wake of Jesus Christ's crucifixion, his apostles dedicate themselves to spreading his message, risking their freedom and their lives.",2017,December,Teens,United States,['TV Dramas']
4528,4528,70213120,TV Show,Beyblade: Metal Fusion,Japan,"December 15, 2017",2009,TV-Y7,1 Season,"Anime Series, Kids' TV","In this anime adventure series for kids, the forces of good and evil ""blade it out,"" battling each other with enchanted spinning tops.",2017,December,Older Kids,Japan,"['Anime Series', ""Kids' TV""]"
4529,4529,80214013,TV Show,Black,South Korea,"December 15, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death – and dark mysteries of twenty years past.",2017,December,Adults,South Korea,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']"
4533,4533,80227028,TV Show,Cheuk Wan-Chi: Two Night Stand,United States,"December 15, 2017",2015,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.,2017,December,Adults,United States,"['International TV Shows', 'Stand-Up Comedy & Talk Shows', 'TV Comedies']"
4537,4537,80173711,TV Show,Erased,Japan,"December 15, 2017",2017,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After finding his mom killed, Satoru's time-traveling ability takes him back 18 years for a chance to prevent her death and those of three classmates.",2017,December,Teens,Japan,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
4550,4550,80059446,TV Show,Wormwood,United States,"December 15, 2017",2017,TV-14,1 Season,"Crime TV Shows, Docuseries","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,December,Teens,United States,"['Crime TV Shows', 'Docuseries']"
4552,4552,80115112,TV Show,Cannabis,France,"December 15, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe.",2016,December,Adults,France,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
4553,4553,80126211,TV Show,Color of Woman,South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm.",2016,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4556,4556,80126185,TV Show,Goodbye My Wife,South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.,2016,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4557,4557,80126212,TV Show,Happy And,United States,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",This relatable relationship drama explores the real-life trials and joys of married life through the lens of 11 different wives.,2016,December,Teens,United States,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
4558,4558,80126153,TV Show,Heaven's Garden,South Korea,"December 15, 2016",2011,TV-PG,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",2016,December,Older Kids,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
4559,4559,80087347,TV Show,Humsafar,Pakistan,"December 15, 2016",2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.",2016,December,Teens,Pakistan,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4560,4560,80128756,TV Show,Ice Fantasy,China,"December 15, 2016",2016,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",2016,December,Teens,China,"['International TV Shows', 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']"
4561,4561,80066800,TV Show,Immortal Classic,South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",2016,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
4562,4562,80031595,TV Show,K-POP Extreme Survival,South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.,2016,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4563,4563,80126214,TV Show,Miss Panda & Mr. Hedgehog,South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",2016,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4564,4564,80087348,TV Show,Sadqay Tumhare,Pakistan,"December 15, 2016",2014,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance.",2016,December,Older Kids,Pakistan,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4566,4566,80087078,TV Show,Zindagi Gulzar Hai,Pakistan,"December 15, 2016",2012,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.",2016,December,Older Kids,Pakistan,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4570,4570,81042804,TV Show,Hymn of Death,South Korea,"December 14, 2018",2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women.",2018,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4571,4571,80240817,TV Show,Inside the Real Narcos,United States,"December 14, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members.",2018,December,Adults,United States,"['British TV Shows', 'Crime TV Shows', 'Docuseries']"
4574,4574,80207046,TV Show,Sunderland 'Til I Die,United Kingdom,"December 14, 2018",2018,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,2018,December,Adults,United Kingdom,"['British TV Shows', 'Docuseries', 'International TV Shows']"
4575,4575,80216124,TV Show,The Fix,United States,"December 14, 2018",2018,TV-MA,1 Season,TV Comedies,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",2018,December,Adults,United States,['TV Comedies']
4576,4576,80187030,TV Show,The Innocent Man,United States,"December 14, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries","This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.",2018,December,Adults,United States,"['Crime TV Shows', 'Docuseries']"
4577,4577,80191239,TV Show,Tidelands,Australia,"December 14, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.",2018,December,Adults,Australia,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
4587,4587,80091880,TV Show,Tokyo Trial,"Canada, Japan, Netherlands","December 13, 2016",2017,TV-14,1 Season,"International TV Shows, TV Dramas","In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",2016,December,Teens,Canada,"['International TV Shows', 'TV Dramas']"
4589,4589,80996957,TV Show,Back Street Girls -GOKUDOLS-,Japan,"December 12, 2018",2018,TV-MA,1 Season,"Anime Series, International TV Shows","To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.",2018,December,Adults,Japan,"['Anime Series', 'International TV Shows']"
4602,4602,80180711,TV Show,Dawai Asmara,United States,"December 11, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents.",2017,December,Teens,United States,"['International TV Shows', 'TV Dramas']"
4612,4612,81025391,TV Show,Trotsky,Russia,"December 10, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.,2018,December,Adults,Russia,"['International TV Shows', 'TV Dramas']"
4613,4613,80131415,TV Show,Nobel,Norway,"December 10, 2016",2016,R,1 Season,"International TV Shows, TV Dramas, TV Thrillers",A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,2016,December,Adults,Norway,"['International TV Shows', 'TV Dramas', 'TV Thrillers']"
4630,4630,81151079,TV Show,Morphle,Netherlands,"December 1, 2019",2011,TV-Y,1 Season,"British TV Shows, Kids' TV","Little Mila turns playtime into a series of fun and educational adventures with her magical pet Morphle, who transforms into anything she dreams up!",2019,December,Kids,Netherlands,"['British TV Shows', ""Kids' TV""]"
4634,4634,81194523,TV Show,Suits,South Korea,"December 1, 2019",2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,2019,December,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
4638,4638,80202859,TV Show,The Bachelor,United States,"December 1, 2019",2009,TV-14,1 Season,"Reality TV, Romantic TV Shows",A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love.,2019,December,Teens,United States,"['Reality TV', 'Romantic TV Shows']"
4644,4644,80212701,TV Show,21 Sarfarosh: Saragarhi 1897,India,"December 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.",2018,December,Teens,India,"['International TV Shows', 'TV Dramas']"
4649,4649,70204955,TV Show,Black Butler,Japan,"December 1, 2018",2010,TV-14,1 Season,"Anime Series, International TV Shows","In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",2018,December,Teens,Japan,"['Anime Series', 'International TV Shows']"
4658,4658,81028939,TV Show,Haunted House,United States,"December 1, 2018",2017,TV-Y7-FV,1 Season,"Kids' TV, Korean TV Shows","With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",2018,December,Older Kids,United States,"[""Kids' TV"", 'Korean TV Shows']"
4662,4662,80229852,TV Show,Little Singham,United States,"December 1, 2018",2019,TV-Y7,1 Season,"Kids' TV, TV Comedies","A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil.",2018,December,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
4665,4665,80995044,TV Show,Man vs Wild with Sunny Leone,United States,"December 1, 2018",2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.,2018,December,Older Kids,United States,"['International TV Shows', 'Reality TV', 'TV Action & Adventure']"
4675,4675,80208746,TV Show,Atomic Puppet,"Canada, France","December 1, 2017",2016,TV-Y7-FV,1 Season,"Crime TV Shows, Kids' TV, TV Comedies","Captain Atomic – once a superhero, now a sock puppet – can only activate his powers with the help of Joey, his new partner and biggest fan.",2017,December,Older Kids,Canada,"['Crime TV Shows', ""Kids' TV"", 'TV Comedies']"
4677,4677,80204929,TV Show,Cheapest Weddings,Australia,"December 1, 2017",2016,TV-14,1 Season,"International TV Shows, Reality TV",Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.,2017,December,Teens,Australia,"['International TV Shows', 'Reality TV']"
4678,4678,80180601,TV Show,Dhia Sofea,Malaysia,"December 1, 2017",2015,TV-14,1 Season,"International TV Shows, TV Dramas","After discovering that she was adopted as an infant, a young woman embarks on a perilous quest to connect with her biological mother.",2017,December,Teens,Malaysia,"['International TV Shows', 'TV Dramas']"
4685,4685,80175348,TV Show,Kantaro: The Sweet Tooth Salaryman,Japan,"December 1, 2017",2017,TV-PG,1 Season,"International TV Shows, TV Comedies",Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,2017,December,Older Kids,Japan,"['International TV Shows', 'TV Comedies']"
4688,4688,70286808,TV Show,Oggy and the Cockroaches,France,"December 1, 2017",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home.",2017,December,Older Kids,France,"[""Kids' TV"", 'TV Comedies']"
4689,4689,80180651,TV Show,Padamu Aku Bersujud,United States,"December 1, 2017",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","The son of poor farmers leaves his village to seek his fortune in Kuala Lumpur, where he meets a young woman who's also trying to better her life.",2017,December,Older Kids,United States,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4694,4694,80216237,TV Show,The Jaime Maussan Show,United States,"December 1, 2017",2010,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,2017,December,Older Kids,United States,"['Docuseries', 'International TV Shows', 'Spanish-Language TV Shows']"
4698,4698,70286809,TV Show,Zig & Sharko,France,"December 1, 2017",2016,TV-Y,1 Season,Kids' TV,"Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time.",2017,December,Kids,France,"[""Kids' TV""]"
4703,4703,80134109,TV Show,Back to 1989,Taiwan,"December 1, 2016",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",2016,December,Teens,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
4704,4704,80133781,TV Show,Bromance,Taiwan,"December 1, 2016",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?",2016,December,Teens,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
4705,4705,80147811,TV Show,Chill with Bob Ross,United States,"December 1, 2016",1994,TV-G,1 Season,TV Shows,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.,2016,December,Kids,United States,['TV Shows']
4706,4706,80039789,TV Show,Gargantia on the Verdurous Planet,Japan,"December 1, 2016",2013,TV-14,1 Season,"Anime Series, International TV Shows","After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth.",2016,December,Teens,Japan,"['Anime Series', 'International TV Shows']"
4708,4708,80040118,TV Show,K,Japan,"December 1, 2016",2012,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.",2016,December,Adults,Japan,"['Anime Series', 'Crime TV Shows', 'International TV Shows']"
4709,4709,80134797,TV Show,Merlí,Spain,"December 1, 2016",2015,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.",2016,December,Adults,Spain,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']"
4711,4711,80040089,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,Japan,"December 1, 2016",2011,TV-MA,1 Season,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",2016,December,Adults,Japan,"['Anime Series', 'Crime TV Shows']"
4713,4713,80134078,TV Show,Refresh Man,Taiwan,"December 1, 2016",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school.",2016,December,Older Kids,Taiwan,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
4716,4716,80113894,TV Show,The Irish Mob,United States,"December 1, 2016",2008,TV-MA,1 Season,"Crime TV Shows, Docuseries","This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth.",2016,December,Adults,United States,"['Crime TV Shows', 'Docuseries']"
4719,4719,80067618,TV Show,Atelier,Japan,"December 1, 2015",2015,TV-PG,1 Season,"International TV Shows, TV Dramas","A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.",2015,December,Older Kids,Japan,"['International TV Shows', 'TV Dramas']"
4726,4726,80217315,TV Show,Sintonia,Brazil,"August 9, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",2019,August,Adults,Brazil,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
4727,4727,80063867,TV Show,The Family,United States,"August 9, 2019",2019,TV-14,1 Season,Docuseries,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",2019,August,Teens,United States,['Docuseries']
4728,4728,80243216,TV Show,The InBESTigators,Australia,"August 9, 2019",2019,TV-G,1 Season,"Kids' TV, TV Comedies","Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.",2019,August,Kids,Australia,"[""Kids' TV"", 'TV Comedies']"
4729,4729,81016914,TV Show,Tiny House Nation,United States,"August 9, 2019",2019,TV-PG,1 Season,Reality TV,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",2019,August,Older Kids,United States,['Reality TV']
4734,4734,80178427,TV Show,Bad Guys,South Korea,"August 8, 2019",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons.",2019,August,Adults,South Korea,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']"
4735,4735,81079322,TV Show,Dollar,Lebanon,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas",Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.,2019,August,Adults,Lebanon,"['International TV Shows', 'TV Dramas']"
4737,4737,80183878,TV Show,Let's Eat 2,"Malaysia, Singapore, Hong Kong","August 8, 2019",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.,2019,August,Teens,Malaysia,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4738,4738,80177986,TV Show,Let’s Eat,South Korea,"August 8, 2019",2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","With the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well.",2019,August,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4739,4739,80165295,TV Show,Misaeng,South Korea,"August 8, 2019",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2019,August,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
4740,4740,80178404,TV Show,Oh My Ghost,South Korea,"August 8, 2019",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star.",2019,August,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4741,4741,80165487,TV Show,Reply 1994,South Korea,"August 8, 2019",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house.",2019,August,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4742,4742,70297144,TV Show,Reply 1997,South Korea,"August 8, 2019",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears.",2019,August,Teens,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4745,4745,80239462,TV Show,The Naked Director,Japan,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry.",2019,August,Adults,Japan,"['International TV Shows', 'TV Dramas']"
4746,4746,80230293,TV Show,Wu Assassins,United States,"August 8, 2019",2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,2019,August,Adults,United States,"['TV Action & Adventure', 'TV Sci-Fi & Fantasy']"
4747,4747,81000207,TV Show,Enemigo íntimo,United States,"August 8, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas","Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal.",2018,August,Adults,United States,"['Crime TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
4748,4748,80998058,TV Show,Pretty Man,United States,"August 8, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Doomed by misunderstandings, two middle-school classmates miss their shot at love – but a twist of fate brings them together years later.",2018,August,Teens,United States,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4773,4773,81000509,TV Show,On Children,Taiwan,"August 5, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","These uncanny tales reveal a world where individuals face the tragic consequences of social pressure, parental oppression and family dysfunction.",2018,August,Teens,Taiwan,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
4786,4786,80194184,TV Show,Dino Hunt,Canada,"August 4, 2017",2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species.",2017,August,Kids,Canada,"['Docuseries', 'Science & Nature TV']"
