,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
3146,3146,80094964,Movie,Ho Mann Jahaan,Pakistan,"July 1, 2017",2015,TV-PG,170 min,"Dramas, International Movies, Romantic Movies","Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",2017,July,Older Kids,Pakistan,"['Dramas', 'International Movies', 'Romantic Movies']"
3147,3147,80158481,Movie,Lal Patthar,India,"July 1, 2017",1971,TV-PG,153 min,"Classic Movies, Dramas, International Movies","A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",2017,July,Older Kids,India,"['Classic Movies', 'Dramas', 'International Movies']"
3149,3149,70299811,Movie,Liar's Dice,India,"July 1, 2017",2013,TV-MA,104 min,"Dramas, Independent Movies, International Movies",A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.,2017,July,Adults,India,"['Dramas', 'Independent Movies', 'International Movies']"
3152,3152,70229498,Movie,Players,India,"July 1, 2017",2012,TV-14,162 min,"Action & Adventure, International Movies","Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2017,July,Teens,India,"['Action & Adventure', 'International Movies']"
3153,3153,20257393,Movie,Professor,India,"July 1, 2017",1962,TV-PG,163 min,"Comedies, Dramas, International Movies",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,2017,July,Older Kids,India,"['Comedies', 'Dramas', 'International Movies']"
3155,3155,80093106,Movie,The Invisible Guest,Spain,"July 1, 2017",2016,TV-14,106 min,"International Movies, Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect.",2017,July,Teens,Spain,"['International Movies', 'Thrillers']"
3159,3159,80171528,Movie,Tik Tok,China,"July 1, 2017",2016,TV-MA,108 min,"Dramas, International Movies, Thrillers",A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.,2017,July,Adults,China,"['Dramas', 'International Movies', 'Thrillers']"
3160,3160,80187467,Movie,Waar,Pakistan,"July 1, 2017",2013,TV-MA,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.",2017,July,Adults,Pakistan,"['Action & Adventure', 'International Movies']"
3162,3162,80187323,Movie,Wrong No.,Pakistan,"July 1, 2017",2015,TV-14,133 min,"Comedies, International Movies, Romantic Movies",Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones.,2017,July,Teens,Pakistan,"['Comedies', 'International Movies', 'Romantic Movies']"
3163,3163,80157132,Movie,Yaar Gaddar,India,"July 1, 2017",1994,TV-14,148 min,"Dramas, International Movies","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive.",2017,July,Teens,India,"['Dramas', 'International Movies']"
3166,3166,80093104,Movie,Zipi & Zape y la Isla del Capitan,Spain,"July 1, 2017",2016,TV-PG,105 min,"Children & Family Movies, Comedies","At Christmas, Zip and Zap take a trip with their parents to a remote island, where a friendly woman runs a children's home and mystery awaits.",2017,July,Older Kids,Spain,"['Children & Family Movies', 'Comedies']"
3168,3168,80114498,Movie,Exit Afghanistan,Norway,"July 1, 2016",2013,TV-MA,58 min,"Documentaries, International Movies","Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan.",2016,July,Adults,Norway,"['Documentaries', 'International Movies']"
3170,3170,80106979,Movie,Jim Jefferies: Freedumb,United States,"July 1, 2016",2016,TV-MA,87 min,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",2016,July,Adults,United States,['Stand-Up Comedy']
3171,3171,80053140,Movie,King Jack,United States,"July 1, 2016",2015,NR,81 min,"Dramas, Independent Movies","Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.",2016,July,Adults,United States,"['Dramas', 'Independent Movies']"
3174,3174,80105672,Movie,Road to Yesterday,Nigeria,"July 1, 2016",2015,NR,96 min,"Dramas, International Movies","Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord.",2016,July,Adults,Nigeria,"['Dramas', 'International Movies']"
3175,3175,80114700,Movie,Stealing History,United States,"July 1, 2016",2006,TV-PG,52 min,"Documentaries, International Movies","Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan.",2016,July,Older Kids,United States,"['Documentaries', 'International Movies']"
3176,3176,80106139,Movie,Suicide (Hitabdut),Israel,"July 1, 2016",2014,NR,114 min,"International Movies, Thrillers","A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret.",2016,July,Adults,Israel,"['International Movies', 'Thrillers']"
3178,3178,80108386,Movie,X: Past Is Present,India,"July 1, 2016",2015,NR,105 min,"Dramas, Independent Movies, International Movies","When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",2016,July,Adults,India,"['Dramas', 'Independent Movies', 'International Movies']"
3179,3179,80085300,Movie,You Carry Me,"Croatia, Slovenia, Serbia, Montenegro","July 1, 2016",2015,NR,157 min,"Dramas, International Movies","A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",2016,July,Adults,Croatia,"['Dramas', 'International Movies']"
3180,3180,81214114,Movie,Bulletproof 2,United States,"January 9, 2020",2020,TV-MA,97 min,"Action & Adventure, Comedies",A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.,2020,January,Adults,United States,"['Action & Adventure', 'Comedies']"
3181,3181,81167492,Movie,Speed Is My Need,United Kingdom,"January 9, 2020",2019,TV-14,75 min,"Documentaries, Sports Movies","This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing.",2020,January,Teens,United Kingdom,"['Documentaries', 'Sports Movies']"
3182,3182,80198623,Movie,GODZILLA The Planet Eater,Japan,"January 9, 2019",2018,TV-14,91 min,"Action & Adventure, Anime Features, International Movies","With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world.",2019,January,Teens,Japan,"['Action & Adventure', 'Anime Features', 'International Movies']"
3183,3183,81062853,Movie,Next Enti?,India,"January 9, 2019",2018,TV-14,117 min,"Comedies, Dramas, International Movies","Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again.",2019,January,Teens,India,"['Comedies', 'Dramas', 'International Movies']"
3184,3184,80220814,Movie,Solo: A Star Wars Story,United States,"January 9, 2019",2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",2019,January,Teens,United States,"['Action & Adventure', 'Children & Family Movies', 'Sci-Fi & Fantasy']"
3185,3185,81046962,Movie,Solo: A Star Wars Story (Spanish Version),United States,"January 9, 2019",2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",2019,January,Teens,United States,"['Action & Adventure', 'Children & Family Movies', 'Sci-Fi & Fantasy']"
3186,3186,80150242,Movie,The Monster,"United States, Canada","January 9, 2019",2016,R,91 min,"Horror Movies, Independent Movies",A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,2019,January,Adults,United States,"['Horror Movies', 'Independent Movies']"
3187,3187,80213403,Movie,Alien Contact: Outer Space,United States,"January 9, 2018",2017,TV-PG,63 min,Documentaries,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,2018,January,Older Kids,United States,['Documentaries']
3188,3188,80233024,Movie,The House Next Door,India,"January 9, 2018",2017,TV-14,135 min,"Horror Movies, International Movies, Thrillers","In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.",2018,January,Teens,India,"['Horror Movies', 'International Movies', 'Thrillers']"
3190,3190,1193180,Movie,Kurt & Courtney,United Kingdom,"January 8, 2019",1998,R,95 min,"Documentaries, Music & Musicals","This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",2019,January,Adults,United Kingdom,"['Documentaries', 'Music & Musicals']"
3191,3191,70251894,Movie,The Conjuring,United States,"January 8, 2018",2013,R,112 min,"Horror Movies, Thrillers","Based on true events, this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse.",2018,January,Adults,United States,"['Horror Movies', 'Thrillers']"
3193,3193,80077923,Movie,Tom Segura: Mostly Stories,United States,"January 8, 2016",2016,TV-MA,74 min,Stand-Up Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",2016,January,Adults,United States,['Stand-Up Comedy']
3194,3194,80173542,Movie,A Ghost Story,United States,"January 7, 2020",2017,R,92 min,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",2020,January,Adults,United States,"['Dramas', 'Independent Movies']"
3195,3195,80233408,Movie,"Live Twice, Love Once",Spain,"January 7, 2020",2020,TV-MA,102 min,"Comedies, Dramas, International Movies","When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.",2020,January,Adults,Spain,"['Comedies', 'Dramas', 'International Movies']"
3196,3196,70142888,Movie,The Tourist,"United States, France, Italy, United Kingdom","January 7, 2020",2010,PG-13,103 min,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,2020,January,Teens,United States,"['Action & Adventure', 'Romantic Movies']"
3197,3197,81005561,Movie,Catwalk: Tales from the Cat Show Circuit,Canada,"January 7, 2019",2018,TV-PG,75 min,"Documentaries, International Movies","This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.",2019,January,Older Kids,Canada,"['Documentaries', 'International Movies']"
3198,3198,81048548,Movie,Komola Rocket,Bangladesh,"January 7, 2019",2018,TV-14,95 min,"Dramas, Independent Movies, International Movies","As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed.",2019,January,Teens,Bangladesh,"['Dramas', 'Independent Movies', 'International Movies']"
3199,3199,81045052,Movie,Pahuna,"India, Nepal","January 7, 2019",2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",2019,January,Older Kids,India,"['Comedies', 'Dramas', 'International Movies']"
3200,3200,80079428,Movie,Miss Sharon Jones!,United States,"January 7, 2017",2015,TV-MA,94 min,"Documentaries, Music & Musicals",This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,2017,January,Adults,United States,"['Documentaries', 'Music & Musicals']"
3201,3201,80096786,Movie,Under the Shadow,"United Kingdom, Jordan, Qatar, Iran","January 7, 2017",2016,PG-13,84 min,"Horror Movies, International Movies, Thrillers","During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",2017,January,Teens,United Kingdom,"['Horror Movies', 'International Movies', 'Thrillers']"
3202,3202,80200744,Movie,House of Z,"United States, Canada","January 6, 2018",2016,TV-14,88 min,Documentaries,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen.",2018,January,Teens,United States,['Documentaries']
3203,3203,80097725,Movie,Coin Heist,United States,"January 6, 2017",2017,TV-14,98 min,"Children & Family Movies, Dramas","When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,January,Teens,United States,"['Children & Family Movies', 'Dramas']"
3204,3204,80128657,Movie,Growing Up Coy,United States,"January 6, 2017",2016,TV-PG,82 min,"Documentaries, LGBTQ Movies","Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",2017,January,Older Kids,United States,"['Documentaries', 'LGBTQ Movies']"
3205,3205,70295415,Movie,LEGO: Marvel Super Heroes: Maximum Overload,United States,"January 6, 2017",2013,TV-Y7-FV,22 min,Children & Family Movies,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,2017,January,Older Kids,United States,['Children & Family Movies']
3206,3206,80125627,Movie,Rustom,India,"January 6, 2017",2016,TV-14,141 min,"Dramas, International Movies","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",2017,January,Teens,India,"['Dramas', 'International Movies']"
3207,3207,81037970,Movie,3 Heroines,Indonesia,"January 5, 2019",2016,TV-PG,124 min,"Dramas, International Movies, Sports Movies",Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.,2019,January,Older Kids,Indonesia,"['Dramas', 'International Movies', 'Sports Movies']"
3208,3208,81037984,Movie,5 Cowok Jagoan,United States,"January 5, 2019",2017,TV-MA,106 min,"Action & Adventure, Comedies, International Movies",Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,2019,January,Adults,United States,"['Action & Adventure', 'Comedies', 'International Movies']"
3209,3209,81037986,Movie,Chaotic Love Poems,Indonesia,"January 5, 2019",2016,TV-14,86 min,"Dramas, International Movies, Romantic Movies","Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.",2019,January,Teens,Indonesia,"['Dramas', 'International Movies', 'Romantic Movies']"
3210,3210,81037985,Movie,Love You... Love You Not,Indonesia,"January 5, 2019",2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,2019,January,Teens,Indonesia,"['Comedies', 'International Movies', 'Romantic Movies']"
3211,3211,80153895,Movie,Mara,United Kingdom,"January 5, 2019",2017,TV-MA,99 min,"Horror Movies, Thrillers","When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.",2019,January,Adults,United Kingdom,"['Horror Movies', 'Thrillers']"
3212,3212,70026431,Movie,Nang Nak,Thailand,"January 5, 2019",1999,TV-14,101 min,"Horror Movies, International Movies, Romantic Movies","In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away.",2019,January,Teens,Thailand,"['Horror Movies', 'International Movies', 'Romantic Movies']"
3213,3213,80020885,Movie,Soekarno,Indonesia,"January 5, 2019",2013,TV-MA,142 min,"Dramas, International Movies",This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.,2019,January,Adults,Indonesia,"['Dramas', 'International Movies']"
3214,3214,80002667,Movie,Before I Wake,United States,"January 5, 2018",2016,PG-13,97 min,"Horror Movies, Thrillers","Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",2018,January,Teens,United States,"['Horror Movies', 'Thrillers']"
3216,3216,80213400,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,United States,"January 5, 2018",2015,TV-14,83 min,"Comedies, Independent Movies","In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",2018,January,Teens,United States,"['Comedies', 'Independent Movies']"
3217,3217,80148595,Movie,Back and Forth,Brazil,"January 5, 2017",2016,NR,95 min,"Comedies, Dramas, International Movies","When their car breaks down en route to São Paulo, a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.",2017,January,Adults,Brazil,"['Comedies', 'Dramas', 'International Movies']"
3218,3218,70301484,Movie,Kraftidioten,"Norway, Denmark, Sweden","January 5, 2017",2014,TV-MA,117 min,"Comedies, International Movies, Thrillers","When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival.",2017,January,Adults,Norway,"['Comedies', 'International Movies', 'Thrillers']"
3219,3219,80038358,Movie,Rampage: President Down,Canada,"January 5, 2017",2016,TV-MA,100 min,"Action & Adventure, International Movies","Lone-wolf vigilante Bill Williamson is back, taking aim at the U.S. government and eluding the pursuit of two FBI agents who are on his trail.",2017,January,Adults,Canada,"['Action & Adventure', 'International Movies']"
3222,3222,80998427,Movie,And Breathe Normally,"Iceland, Sweden, Belgium","January 4, 2019",2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.,2019,January,Teens,Iceland,"['Dramas', 'Independent Movies', 'International Movies']"
3224,3224,81000860,Movie,El Potro: Unstoppable,United States,"January 4, 2019",2018,TV-MA,122 min,"Dramas, International Movies, Music & Musicals","Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.",2019,January,Adults,United States,"['Dramas', 'International Movies', 'Music & Musicals']"
3225,3225,81030789,Movie,Lionheart,Nigeria,"January 4, 2019",2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies","When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.",2019,January,Older Kids,Nigeria,"['Comedies', 'Dramas', 'Independent Movies']"
3227,3227,80134893,Movie,Marvel's Hulk: Where Monsters Dwell,United States,"January 4, 2017",2016,PG,75 min,"Children & Family Movies, Sci-Fi & Fantasy","On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension.",2017,January,Older Kids,United States,"['Children & Family Movies', 'Sci-Fi & Fantasy']"
3228,3228,81047683,Movie,Agatha and the Truth of Murder,United Kingdom,"January 31, 2019",2018,TV-14,92 min,Dramas,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.",2019,January,Teens,United Kingdom,['Dramas']
3230,3230,81049950,Movie,Hantu Kak Limah,Malaysia,"January 31, 2019",2018,TV-14,110 min,"Comedies, Horror Movies, International Movies","When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her.",2019,January,Teens,Malaysia,"['Comedies', 'Horror Movies', 'International Movies']"
3231,3231,81047677,Movie,I Dream Of Dance,United States,"January 31, 2019",2017,TV-PG,106 min,"Children & Family Movies, Documentaries",Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.,2019,January,Older Kids,United States,"['Children & Family Movies', 'Documentaries']"
3232,3232,80188596,Movie,Love Off the Cuff,"China, Hong Kong","January 31, 2019",2017,TV-MA,120 min,"Comedies, Dramas, International Movies",Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,2019,January,Adults,China,"['Comedies', 'Dramas', 'International Movies']"
3234,3234,81016360,Movie,The Gentleman Driver,United States,"January 31, 2019",2018,TV-MA,83 min,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",2019,January,Adults,United States,"['Documentaries', 'Sports Movies']"
3235,3235,70307659,Movie,The Hundred-Foot Journey,"United States, India, United Arab Emirates","January 31, 2019",2014,PG,123 min,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",2019,January,Older Kids,United States,"['Comedies', 'Dramas']"
3236,3236,80224476,Movie,Expedition Happiness,Germany,"January 31, 2018",2017,TV-PG,96 min,"Documentaries, International Movies","A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus.",2018,January,Older Kids,Germany,"['Documentaries', 'International Movies']"
3237,3237,80133549,Movie,Bill Burr: Walk Your Way Out,United States,"January 31, 2017",2017,TV-MA,78 min,Stand-Up Comedy,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",2017,January,Adults,United States,['Stand-Up Comedy']
3238,3238,80081958,Movie,Semana Santa,Mexico,"January 31, 2017",2015,NR,87 min,"Dramas, International Movies","A single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll.",2017,January,Adults,Mexico,"['Dramas', 'International Movies']"
3239,3239,81035398,Movie,Maharaja: The Story of Ranjit Singh,United States,"January 30, 2019",2010,TV-14,56 min,"Dramas, International Movies","The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature.",2019,January,Teens,United States,"['Dramas', 'International Movies']"
3240,3240,70113347,Movie,Sat Sri Akal,India,"January 30, 2019",2008,TV-PG,141 min,"Dramas, Faith & Spirituality, International Movies","Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",2019,January,Older Kids,India,"['Dramas', 'Faith & Spirituality', 'International Movies']"
3241,3241,80097389,Movie,Swiss Army Man,"United States, Sweden","January 30, 2019",2016,R,97 min,"Comedies, Dramas, Independent Movies",A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live.,2019,January,Adults,United States,"['Comedies', 'Dramas', 'Independent Movies']"
3242,3242,80221639,Movie,The Incredibles 2,United States,"January 30, 2019",2018,PG,118 min,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",2019,January,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
3243,3243,70099120,Movie,The Longshots,United States,"January 30, 2019",2008,PG,95 min,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",2019,January,Older Kids,United States,"['Comedies', 'Dramas', 'Sports Movies']"
3244,3244,81024718,Movie,Virsa,"India, Pakistan","January 30, 2019",2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals",A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.,2019,January,Teens,India,"['Dramas', 'International Movies', 'Music & Musicals']"
3245,3245,21028726,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,United States,"January 30, 2018",1998,TV-G,69 min,Stand-Up Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour.",2018,January,Kids,United States,['Stand-Up Comedy']
3246,3246,80019930,Movie,Monster High: Freaky Fusion,United States,"January 30, 2018",2014,TV-Y7,74 min,Children & Family Movies,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.",2018,January,Older Kids,United States,['Children & Family Movies']
3249,3249,81006825,Movie,All the Freckles in the World,Mexico,"January 3, 2020",2020,TV-14,90 min,"Comedies, International Movies, Romantic Movies",Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.,2020,January,Teens,Mexico,"['Comedies', 'International Movies', 'Romantic Movies']"
3250,3250,81213891,Movie,Deewangee,India,"January 3, 2020",2002,TV-MA,156 min,"International Movies, Thrillers","Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent.",2020,January,Adults,India,"['International Movies', 'Thrillers']"
3251,3251,498716,Movie,Ferris Bueller's Day Off,United States,"January 3, 2020",1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies","Ferris convinces his entire school he's at death's door, then hits the streets of Chicago with his girlfriend and best friend for a day of fun.",2020,January,Teens,United States,"['Classic Movies', 'Comedies', 'Cult Movies']"
3252,3252,80220085,Movie,Occupation,Australia,"January 3, 2019",2018,R,120 min,"Action & Adventure, Sci-Fi & Fantasy","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.",2019,January,Adults,Australia,"['Action & Adventure', 'Sci-Fi & Fantasy']"
3253,3253,80244855,Movie,Pope Francis: A Man of His Word,"Switzerland, Vatican City, Italy, Germany, France","January 3, 2019",2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies","Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age.",2019,January,Older Kids,Switzerland,"['Documentaries', 'Faith & Spirituality', 'International Movies']"
3254,3254,80134966,Movie,Jen Kirkman: Just Keep Livin’?,United States,"January 3, 2017",2017,TV-MA,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",2017,January,Adults,United States,['Stand-Up Comedy']
3255,3255,80220813,Movie,Ant-Man and the Wasp,United States,"January 29, 2019",2018,PG-13,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",2019,January,Teens,United States,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
3256,3256,81048561,Movie,Bhasmasur,India,"January 29, 2019",2017,TV-14,74 min,"Dramas, Independent Movies, International Movies","In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.",2019,January,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
3257,3257,80237903,Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",United States,"January 29, 2019",2019,TV-14,91 min,Stand-Up Comedy,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019.",2019,January,Teens,United States,['Stand-Up Comedy']
3258,3258,81026705,Movie,High Society,South Korea,"January 29, 2019",2018,TV-MA,137 min,"Dramas, International Movies","A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite.",2019,January,Adults,South Korea,"['Dramas', 'International Movies']"
3260,3260,80122209,Movie,Up Among  The Stars,Spain,"January 29, 2019",2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy","A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond.",2019,January,Adults,Spain,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']"
3261,3261,80109193,Movie,Holy Camp!,Spain,"January 29, 2018",2017,TV-14,108 min,"Comedies, Dramas, Faith & Spirituality","In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns.",2018,January,Teens,Spain,"['Comedies', 'Dramas', 'Faith & Spirituality']"
3262,3262,80208468,Movie,Hostages,United States,"January 29, 2018",2017,TV-MA,91 min,"Documentaries, International Movies","Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence.",2018,January,Adults,United States,"['Documentaries', 'International Movies']"
3263,3263,80214582,Movie,Patient Seventeen,United States,"January 29, 2018",2017,TV-14,68 min,Documentaries,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.,2018,January,Teens,United States,['Documentaries']
3264,3264,80168198,Movie,The Force,United States,"January 29, 2018",2017,TV-MA,92 min,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change.",2018,January,Adults,United States,['Documentaries']
3265,3265,80117940,Movie,Journey to Greenland,France,"January 29, 2017",2016,TV-14,99 min,"Comedies, International Movies","When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds.",2017,January,Teens,France,"['Comedies', 'International Movies']"
